algorithm,target_update_interval,seed,training_step,q_upper,Mean_Q,Mean_Excess,Mean_Violtaing_Excess,Mean_Over_Violation_Rate,Mean_Under_Violtaion_Rate
DDQN,591,11,50000,100,58.788647,0.0,,0.0,0.0299901185770751
DDQN,591,11,51000,100,59.279774,0.0,,0.0,0.030395256916996048
DDQN,591,11,52000,100,59.82028,0.0,,0.0,0.024387351778656127
DDQN,591,11,53000,100,60.498962,0.0,,0.0,0.025523715415019764
DDQN,591,11,54000,100,60.973232,0.0,,0.0,0.023399209486166007
DDQN,591,11,55000,100,61.66535,0.0,,0.0,0.01908102766798419
DDQN,591,11,56000,100,61.75326,0.0,,0.0,0.01984189723320158
DDQN,591,11,57000,100,62.44256,0.0,,0.0,0.021689723320158102
DDQN,591,11,58000,100,62.895508,0.0,,0.0,0.017569169960474307
DDQN,591,11,59000,100,63.325974,0.0,,0.0,0.01174901185770751
DDQN,591,11,60000,100,63.552696,0.0,,0.0,0.01224308300395257
DDQN,591,11,61000,100,63.534,0.0,,0.0,0.01391304347826087
DDQN,591,11,62000,100,63.888042,0.0,,0.0,0.01200592885375494
DDQN,591,11,63000,100,64.11094,0.0,,0.0,0.013843873517786561
DDQN,591,11,64000,100,64.152756,0.0,,0.0,0.012796442687747036
DDQN,591,11,65000,100,64.31473,0.0,,0.0,0.00892292490118577
DDQN,591,11,66000,100,64.8444,0.0,,0.0,0.008952569169960475
DDQN,591,11,67000,100,64.993004,0.0,,0.0,0.00958498023715415
DDQN,591,11,68000,100,65.60716,0.0,,0.0,0.0074011857707509884
DDQN,591,11,69000,100,65.85914,0.0,,0.0,0.006818181818181818
DDQN,591,11,70000,100,66.24716,0.0,,0.0,0.006581027667984189
DDQN,591,11,71000,100,66.4429,0.0,,0.0,0.006996047430830039
DDQN,591,11,72000,100,66.80695,0.0,,0.0,0.007598814229249012
DDQN,591,11,73000,100,67.362526,0.0,,0.0,0.007144268774703557
DDQN,591,11,74000,100,67.70433,0.0,,0.0,0.007203557312252964
DDQN,591,11,75000,100,68.035774,0.0,,0.0,0.006976284584980237
DDQN,591,11,76000,100,68.58507,0.0,,0.0,0.0064525691699604745
DDQN,591,11,77000,100,69.02887,0.0,,0.0,0.006996047430830039
DDQN,591,11,78000,100,69.09257,0.0,,0.0,0.0074011857707509884
DDQN,591,11,79000,100,69.74116,0.0,,0.0,0.006808300395256917
DDQN,591,11,80000,100,70.17046,0.0,,0.0,0.006581027667984189
DDQN,591,11,81000,100,70.67096,0.0,,0.0,0.006709486166007905
DDQN,591,11,82000,100,71.05332,0.0,,0.0,0.007144268774703557
DDQN,591,11,83000,100,71.18834,0.0,,0.0,0.006877470355731225
DDQN,591,11,84000,100,72.07857,0.0,,0.0,0.006798418972332016
DDQN,591,11,85000,100,72.1268,0.0,,0.0,0.00674901185770751
DDQN,591,11,86000,100,72.6912,0.0,,0.0,0.0061660079051383395
DDQN,591,11,87000,100,73.29047,0.0,,0.0,0.005464426877470356
DDQN,591,11,88000,100,73.67239,0.0,,0.0,0.0056324110671936755
DDQN,591,11,89000,100,74.18961,0.0,,0.0,0.005454545454545455
DDQN,591,11,90000,100,74.84356,0.0,,0.0,0.005741106719367589
DDQN,591,11,91000,100,74.98453,0.0,,0.0,0.006650197628458498
DDQN,591,11,92000,100,75.55871,0.0,,0.0,0.00624505928853755
DDQN,591,11,93000,100,75.81853,0.0,,0.0,0.00608695652173913
DDQN,591,11,94000,100,76.46332,0.0,,0.0,0.005543478260869565
DDQN,591,11,95000,100,76.80418,0.0,,0.0,0.005296442687747036
DDQN,591,11,96000,100,77.179756,0.0,,0.0,0.0049703557312252965
DDQN,591,11,97000,100,77.97639,0.0,,0.0,0.0040019762845849806
DDQN,591,11,98000,100,78.199875,0.0,,0.0,0.0031719367588932804
DDQN,591,11,99000,100,78.97425,0.0,,0.0,0.003033596837944664
DDQN,591,11,100000,100,79.57728,0.0,,0.0,0.0017490118577075098
DDQN,591,12,1000,100,-0.017922701,0.0,,0.0,0.9644268774703557
DDQN,591,12,2000,100,2.7910647,0.0,,0.0,0.0
DDQN,591,12,3000,100,4.3611217,0.0,,0.0,0.0006818181818181819
DDQN,591,12,4000,100,4.4249344,0.0,,0.0,0.10602766798418972
DDQN,591,12,5000,100,5.3750906,0.0,,0.0,0.15949604743083004
DDQN,591,12,6000,100,6.3700557,0.0,,0.0,0.17275691699604742
DDQN,591,12,7000,100,6.8362374,0.0,,0.0,0.18305335968379446
DDQN,591,12,8000,100,8.1461935,0.0,,0.0,0.1832213438735178
DDQN,591,12,9000,100,9.518183,0.0,,0.0,0.18479249011857707
DDQN,591,12,10000,100,10.496845,0.0,,0.0,0.17677865612648222
DDQN,591,12,11000,100,12.245192,0.0,,0.0,0.17294466403162057
DDQN,591,12,12000,100,13.712657,0.0,,0.0,0.1714920948616601
DDQN,591,12,13000,100,14.323656,0.0,,0.0,0.17313241106719368
DDQN,591,12,14000,100,15.780221,0.0,,0.0,0.17222332015810277
DDQN,591,12,15000,100,17.40479,0.0,,0.0,0.16797430830039525
DDQN,591,12,16000,100,18.706303,0.0,,0.0,0.16863636363636364
DDQN,591,12,17000,100,19.504366,0.0,,0.0,0.1691501976284585
DDQN,591,12,18000,100,20.825628,0.0,,0.0,0.16847826086956522
DDQN,591,12,19000,100,22.577623,0.0,,0.0,0.16283596837944664
DDQN,591,12,20000,100,23.249367,0.0,,0.0,0.1625889328063241
DDQN,591,12,21000,100,24.393318,0.0,,0.0,0.1632411067193676
DDQN,591,12,22000,100,26.031595,0.0,,0.0,0.15899209486166008
DDQN,591,12,23000,100,27.327698,0.0,,0.0,0.1532905138339921
DDQN,591,12,24000,100,29.092949,0.0,,0.0,0.14774703557312252
DDQN,591,12,25000,100,30.947376,0.0,,0.0,0.14029644268774705
DDQN,591,12,26000,100,32.046864,0.0,,0.0,0.13492094861660078
DDQN,591,12,27000,100,33.40549,0.0,,0.0,0.12965415019762846
DDQN,591,12,28000,100,34.91063,0.0,,0.0,0.1258794466403162
DDQN,591,12,29000,100,36.87934,0.0,,0.0,0.11573122529644268
DDQN,591,12,30000,100,37.55345,0.0,,0.0,0.10765810276679842
DDQN,591,12,31000,100,38.87916,0.0,,0.0,0.0983201581027668
DDQN,591,12,32000,100,40.462322,0.0,,0.0,0.0899802371541502
DDQN,591,12,33000,100,40.72795,0.0,,0.0,0.08529644268774704
DDQN,591,12,34000,100,42.54948,0.0,,0.0,0.07141304347826087
DDQN,591,12,35000,100,43.7768,0.0,,0.0,0.06594861660079052
DDQN,591,12,36000,100,44.63144,0.0,,0.0,0.06120553359683795
DDQN,591,12,37000,100,46.312847,0.0,,0.0,0.05465415019762846
DDQN,591,12,38000,100,47.236275,0.0,,0.0,0.048211462450592886
DDQN,591,12,39000,100,47.88936,0.0,,0.0,0.04200592885375494
DDQN,591,12,40000,100,49.104378,0.0,,0.0,0.04483201581027668
DDQN,591,12,41000,100,50.388786,0.0,,0.0,0.04010869565217391
DDQN,591,12,42000,100,51.45624,0.0,,0.0,0.03867588932806324
DDQN,591,12,43000,100,52.155594,0.0,,0.0,0.03726284584980237
DDQN,591,12,44000,100,53.17574,0.0,,0.0,0.03635375494071146
DDQN,591,12,45000,100,54.21416,0.0,,0.0,0.030632411067193676
DDQN,591,12,46000,100,55.092945,0.0,,0.0,0.023547430830039524
DDQN,591,12,47000,100,56.185528,0.0,,0.0,0.018982213438735178
DDQN,591,12,48000,100,57.84919,0.0,,0.0,0.005474308300395257
DDQN,591,12,49000,100,58.418755,0.0,,0.0,0.006462450592885375
DDQN,591,12,50000,100,59.212337,0.0,,0.0,0.004802371541501977
DDQN,591,12,51000,100,59.898304,0.0,,0.0,0.004308300395256917
DDQN,591,12,52000,100,60.180107,0.0,,0.0,0.005158102766798419
DDQN,591,12,53000,100,60.90091,0.0,,0.0,0.003675889328063241
DDQN,591,12,54000,100,61.59983,0.0,,0.0,0.004140316205533597
DDQN,591,12,55000,100,62.699722,0.0,,0.0,0.004219367588932806
DDQN,591,12,56000,100,63.213516,0.0,,0.0,0.0041897233201581025
DDQN,591,12,57000,100,63.910984,0.0,,0.0,0.003735177865612648
DDQN,591,12,58000,100,64.96627,0.0,,0.0,0.0036264822134387353
DDQN,591,12,59000,100,65.36431,0.0,,0.0,0.00325098814229249
DDQN,591,12,60000,100,65.9264,0.0,,0.0,0.0032707509881422926
DDQN,591,12,61000,100,66.361946,0.0,,0.0,0.0036363636363636364
DDQN,591,12,62000,100,66.44142,0.0,,0.0,0.0036956521739130435
DDQN,591,12,63000,100,67.12721,0.0,,0.0,0.003932806324110672
DDQN,591,12,64000,100,67.60692,0.0,,0.0,0.004011857707509881
DDQN,591,12,65000,100,67.81798,0.0,,0.0,0.004021739130434783
DDQN,591,12,66000,100,68.06257,0.0,,0.0,0.004812252964426877
DDQN,591,12,67000,100,68.418205,0.0,,0.0,0.0044565217391304346
DDQN,591,12,68000,100,68.91757,1.9074165e-05,0.24128819,7.905138339920949e-05,0.005039525691699605
DDQN,591,12,69000,100,68.9656,2.7596696e-05,0.3490982,7.905138339920949e-05,0.005622529644268775
DDQN,591,12,70000,100,69.164764,3.2588523e-05,0.32979584,9.881422924901186e-05,0.006156126482213439
DDQN,591,12,71000,100,69.63317,7.3483054e-05,0.32332546,0.00022727272727272727,0.005760869565217391
DDQN,591,12,72000,100,69.7976,0.00022086698,0.3020505,0.0007312252964426877,0.006156126482213439
DDQN,591,12,73000,100,69.91378,0.00046505916,0.3096315,0.0015019762845849803,0.006343873517786561
DDQN,591,12,74000,100,70.46391,0.0014177578,0.34324664,0.004130434782608695,0.004693675889328063
DDQN,591,12,75000,100,70.60813,0.0017970548,0.38530073,0.0046640316205533595,0.004387351778656127
DDQN,591,12,76000,100,71.23217,0.0029292367,0.41810825,0.007005928853754941,0.003794466403162055
DDQN,591,12,77000,100,71.11731,0.0038391415,0.4517687,0.00849802371541502,0.004693675889328063
DDQN,591,12,78000,100,71.45076,0.0062625376,0.52076316,0.012025691699604744,0.005454545454545455
DDQN,591,12,79000,100,72.21645,0.0117385825,0.58692914,0.02,0.005306324110671937
DDQN,591,12,80000,100,72.78414,0.018641645,0.64211524,0.029031620553359685,0.005434782608695652
DDQN,591,12,81000,100,73.32158,0.0299906,0.78202754,0.0383498023715415,0.005948616600790514
DDQN,591,12,82000,100,73.5756,0.03284032,0.757393,0.043359683794466405,0.005889328063241107
DDQN,591,12,83000,100,74.34778,0.051618043,0.89708835,0.0575395256916996,0.005385375494071146
DDQN,591,12,84000,100,74.73195,0.061047662,0.9118854,0.06694664031620554,0.005019762845849802
DDQN,591,12,85000,100,75.27715,0.07044393,0.93347204,0.07546442687747036,0.004851778656126482
DDQN,591,12,86000,100,75.49974,0.080076024,0.948688,0.08440711462450592,0.0049308300395256915
DDQN,591,12,87000,100,76.357635,0.13012062,1.1150991,0.1166897233201581,0.004802371541501977
DDQN,591,12,88000,100,76.33657,0.1371107,1.0860678,0.12624505928853755,0.005128458498023716
DDQN,591,12,89000,100,76.998825,0.25785014,1.3072056,0.19725296442687748,0.005207509881422925
DDQN,591,12,90000,100,77.09896,0.31851384,1.3176471,0.24172924901185772,0.006047430830039525
DDQN,591,12,91000,100,77.951744,0.49850523,1.6064941,0.31030632411067194,0.005612648221343873
DDQN,591,12,92000,100,77.915985,0.47445196,1.4869787,0.3190711462450593,0.005958498023715415
DDQN,591,12,93000,100,78.842064,0.6364289,1.69777,0.37486166007905136,0.004861660079051384
DDQN,591,12,94000,100,79.48372,0.902013,2.1629677,0.41702569169960474,0.005968379446640316
DDQN,591,12,95000,100,79.84143,1.0625112,2.4583585,0.43220355731225296,0.006699604743083004
DDQN,591,12,96000,100,79.42675,0.91811335,2.1671195,0.42365612648221346,0.007509881422924901
DDQN,591,12,97000,100,80.02637,1.1986843,2.6731348,0.44841897233201583,0.008359683794466404
DDQN,591,12,98000,100,80.34022,1.3030953,2.8219051,0.4617786561264822,0.00867588932806324
DDQN,591,12,99000,100,80.69001,1.5377308,3.215189,0.4782707509881423,0.009120553359683795
DDQN,591,12,100000,100,80.563446,1.5307698,3.1608632,0.4842885375494071,0.009515810276679842
DDQN,591,13,1000,100,-0.020953968,0.0,,0.0,0.9965118577075098
DDQN,591,13,2000,100,2.7998111,0.0,,0.0,0.0
DDQN,591,13,3000,100,4.1745467,0.0,,0.0,0.00432806324110672
DDQN,591,13,4000,100,4.5255256,0.0,,0.0,0.10971343873517786
DDQN,591,13,5000,100,5.915849,0.0,,0.0,0.12640316205533597
DDQN,591,13,6000,100,7.688845,0.0,,0.0,0.11634387351778656
DDQN,591,13,7000,100,8.566824,0.0,,0.0,0.11387351778656127
DDQN,591,13,8000,100,10.646016,0.0,,0.0,0.07237154150197629
DDQN,591,13,9000,100,12.6429825,0.0,,0.0,0.05378458498023715
DDQN,591,13,10000,100,13.556208,0.0,,0.0,0.05513833992094862
DDQN,591,13,11000,100,15.462804,0.0,,0.0,0.04489130434782609
DDQN,591,13,12000,100,17.278727,0.0,,0.0,0.03931818181818182
DDQN,591,13,13000,100,18.122082,0.0,,0.0,0.041729249011857705
DDQN,591,13,14000,100,19.738745,0.0,,0.0,0.039071146245059286
DDQN,591,13,15000,100,21.543652,0.0,,0.0,0.027638339920948617
DDQN,591,13,16000,100,23.380651,0.0,,0.0,0.017826086956521738
DDQN,591,13,17000,100,24.571674,0.0,,0.0,0.008725296442687746
DDQN,591,13,18000,100,26.257912,0.0,,0.0,0.007756916996047431
DDQN,591,13,19000,100,27.830803,0.0,,0.0,0.005464426877470356
DDQN,591,13,20000,100,28.642517,0.0,,0.0,0.00449604743083004
DDQN,591,13,21000,100,30.336226,0.0,,0.0,0.005207509881422925
DDQN,591,13,22000,100,31.684305,0.0,,0.0,0.006037549407114625
DDQN,591,13,23000,100,32.728966,0.0,,0.0,0.005474308300395257
DDQN,591,13,24000,100,34.512726,0.0,,0.0,0.003942687747035573
DDQN,591,13,25000,100,36.08167,0.0,,0.0,0.0033794466403162054
DDQN,591,13,26000,100,36.99609,0.0,,0.0,0.002756916996047431
DDQN,591,13,27000,100,38.53917,0.0,,0.0,0.0022628458498023716
DDQN,591,13,28000,100,39.978706,0.0,,0.0,0.0019169960474308301
DDQN,591,13,29000,100,41.80023,0.0,,0.0,0.0015217391304347826
DDQN,591,13,30000,100,42.770454,0.0,,0.0,0.001432806324110672
DDQN,591,13,31000,100,44.071987,0.0,,0.0,0.0009090909090909091
DDQN,591,13,32000,100,45.676033,0.0,,0.0,0.0008893280632411067
DDQN,591,13,33000,100,46.51911,0.0,,0.0,0.0009387351778656126
DDQN,591,13,34000,100,47.850986,0.0,,0.0,0.0010474308300395256
DDQN,591,13,35000,100,49.554264,0.0,,0.0,0.0011462450592885376
DDQN,591,13,36000,100,49.961117,0.0,,0.0,0.0013142292490118577
DDQN,591,13,37000,100,51.486088,0.0,,0.0,0.0012351778656126482
DDQN,591,13,38000,100,52.21319,0.0,,0.0,0.0014130434782608696
DDQN,591,13,39000,100,52.934265,0.0,,0.0,0.0015316205533596838
DDQN,591,13,40000,100,54.21565,0.0,,0.0,0.0016897233201581027
DDQN,591,13,41000,100,55.724396,0.0,,0.0,0.0015118577075098813
DDQN,591,13,42000,100,56.50292,0.0,,0.0,0.0019861660079051385
DDQN,591,13,43000,100,57.207123,0.0,,0.0,0.001976284584980237
DDQN,591,13,44000,100,58.37535,0.0,,0.0,0.0023715415019762848
DDQN,591,13,45000,100,60.274017,0.0,,0.0,0.0023715415019762848
DDQN,591,13,46000,100,60.561752,0.0,,0.0,0.0024703557312252965
DDQN,591,13,47000,100,61.908276,0.0,,0.0,0.002450592885375494
DDQN,591,13,48000,100,63.070465,0.0,,0.0,0.0029051383399209484
DDQN,591,13,49000,100,63.86219,0.0,,0.0,0.002648221343873518
DDQN,591,13,50000,100,64.97046,0.0,,0.0,0.0028063241106719367
DDQN,591,13,51000,100,65.61584,0.0,,0.0,0.003349802371541502
DDQN,591,13,52000,100,65.78368,0.0,,0.0,0.00366600790513834
DDQN,591,13,53000,100,66.783615,0.0,,0.0,0.00366600790513834
DDQN,591,13,54000,100,67.17577,0.0,,0.0,0.004278656126482213
DDQN,591,13,55000,100,67.85179,0.0,,0.0,0.0047430830039525695
DDQN,591,13,56000,100,68.51138,0.00028406942,0.28747827,0.0009881422924901185,0.004762845849802372
DDQN,591,13,57000,100,69.282616,0.002298512,0.4534297,0.005069169960474309,0.005108695652173913
DDQN,591,13,58000,100,69.8063,0.009611715,0.8194655,0.011729249011857708,0.004940711462450593
DDQN,591,13,59000,100,70.04037,0.0084749,0.7775702,0.010899209486166008,0.0049703557312252965
DDQN,591,13,60000,100,70.5249,0.016636778,1.0093777,0.01648221343873518,0.004644268774703557
DDQN,591,13,61000,100,70.64809,0.016200151,1.0291622,0.015741106719367588,0.005474308300395257
DDQN,591,13,62000,100,71.4309,0.03309405,1.3908296,0.023794466403162056,0.0051778656126482215
DDQN,591,13,63000,100,71.63629,0.033321988,1.4091872,0.02364624505928854,0.005859683794466403
DDQN,591,13,64000,100,72.13325,0.05930722,1.8315198,0.03238142292490118,0.005286561264822134
DDQN,591,13,65000,100,72.41494,0.07675706,2.0926225,0.0366798418972332,0.005276679841897234
DDQN,591,13,66000,100,72.44499,0.08579193,2.222202,0.038606719367588936,0.005909090909090909
DDQN,591,13,67000,100,73.12166,0.107255444,2.4657545,0.04349802371541502,0.006353754940711462
DDQN,591,13,68000,100,73.27496,0.1291297,2.7128763,0.04759881422924901,0.006482213438735178
DDQN,591,13,69000,100,73.46951,0.14173304,2.8436527,0.04984189723320158,0.006877470355731225
DDQN,591,13,70000,100,73.65607,0.139402,2.8425312,0.04904150197628458,0.007272727272727273
DDQN,591,13,71000,100,73.901054,0.14104082,2.8252835,0.04992094861660079,0.006600790513833992
DDQN,591,13,72000,100,74.12327,0.14815412,2.8695114,0.051630434782608696,0.006739130434782609
DDQN,591,13,73000,100,74.59977,0.15551072,2.9268525,0.05313241106719368,0.006620553359683794
DDQN,591,13,74000,100,74.524994,0.12166646,2.5943203,0.046897233201581026,0.007015810276679842
DDQN,591,13,75000,100,74.847305,0.13048722,2.6623604,0.04901185770750988,0.007470355731225296
DDQN,591,13,76000,100,74.69371,0.113424316,2.4834578,0.04567193675889328,0.00900197628458498
DDQN,591,13,77000,100,74.959145,0.10291419,2.3541853,0.043715415019762845,0.00892292490118577
DDQN,591,13,78000,100,75.08621,0.09191155,2.2141032,0.04151185770750988,0.00925889328063241
DDQN,591,13,79000,100,75.65331,0.11403122,2.4330506,0.04686758893280633,0.009278656126482213
DDQN,591,13,80000,100,75.45688,0.10733115,2.3592336,0.04549407114624506,0.01024703557312253
DDQN,591,13,81000,100,76.01741,0.12378351,2.4742029,0.0500296442687747,0.009614624505928853
DDQN,591,13,82000,100,76.25816,0.14578913,2.666039,0.05468379446640316,0.009150197628458498
DDQN,591,13,83000,100,76.36295,0.13920698,2.5863311,0.05382411067193676,0.009436758893280632
DDQN,591,13,84000,100,76.53177,0.13871717,2.5857756,0.053646245059288535,0.009535573122529645
DDQN,591,13,85000,100,76.73453,0.14658567,2.6274302,0.0557905138339921,0.009407114624505929
DDQN,591,13,86000,100,76.746414,0.14721589,2.648107,0.05559288537549407,0.00849802371541502
DDQN,591,13,87000,100,77.390976,0.16745283,2.7941017,0.05993083003952569,0.007816205533596838
DDQN,591,13,88000,100,77.58646,0.1575906,2.6957688,0.058458498023715416,0.008043478260869565
DDQN,591,13,89000,100,78.27821,0.1698776,2.7590456,0.061571146245059286,0.008122529644268775
DDQN,591,13,90000,100,78.68639,0.18323018,2.8466218,0.06436758893280632,0.00808300395256917
DDQN,591,13,91000,100,78.8292,0.18146168,2.836127,0.06398221343873518,0.008952569169960475
DDQN,591,13,92000,100,78.96576,0.16487111,2.7152085,0.06072134387351779,0.010691699604743083
DDQN,591,13,93000,100,79.232956,0.15618852,2.6269362,0.059456521739130436,0.011017786561264823
DDQN,591,13,94000,100,79.754326,0.20799442,2.988222,0.06960474308300395,0.01225296442687747
DDQN,591,13,95000,100,80.15546,0.21816261,3.0368717,0.07183794466403162,0.012440711462450594
DDQN,591,13,96000,100,80.590385,0.21640505,2.9675057,0.07292490118577075,0.012559288537549408
DDQN,591,13,97000,100,81.480576,0.25223503,3.0588596,0.08246047430830039,0.01325098814229249
DDQN,591,13,98000,100,81.722176,0.26508686,3.1222982,0.084901185770751,0.013260869565217392
DDQN,591,13,99000,100,82.14451,0.2626113,3.0763128,0.08536561264822135,0.014150197628458499
DDQN,591,13,100000,100,82.88231,0.2657033,2.9810615,0.0891304347826087,0.014288537549407114
DDQN,591,14,1000,100,-0.0044545005,0.0,,0.0,0.994199604743083
DDQN,591,14,2000,100,2.8238475,0.0,,0.0,0.0
DDQN,591,14,3000,100,4.407146,0.0,,0.0,0.005039525691699605
DDQN,591,14,4000,100,4.6135025,0.0,,0.0,0.11232213438735178
DDQN,591,14,5000,100,5.684422,0.0,,0.0,0.15547430830039527
DDQN,591,14,6000,100,7.018414,0.0,,0.0,0.16204545454545455
DDQN,591,14,7000,100,7.7549853,0.0,,0.0,0.1683300395256917
DDQN,591,14,8000,100,9.414553,0.0,,0.0,0.16369565217391305
DDQN,591,14,9000,100,11.047626,0.0,,0.0,0.16135375494071147
DDQN,591,14,10000,100,12.23664,0.0,,0.0,0.15301383399209487
DDQN,591,14,11000,100,13.861559,0.0,,0.0,0.15383399209486165
DDQN,591,14,12000,100,15.705806,0.0,,0.0,0.15287549407114626
DDQN,591,14,13000,100,16.728695,0.0,,0.0,0.14976284584980237
DDQN,591,14,14000,100,18.488197,0.0,,0.0,0.1499308300395257
DDQN,591,14,15000,100,20.461685,0.0,,0.0,0.14555335968379446
DDQN,591,14,16000,100,22.223522,0.0,,0.0,0.1400592885375494
DDQN,591,14,17000,100,23.71706,0.0,,0.0,0.13198616600790514
DDQN,591,14,18000,100,25.513573,0.0,,0.0,0.12049407114624507
DDQN,591,14,19000,100,27.270895,0.0,,0.0,0.11154150197628458
DDQN,591,14,20000,100,28.291613,0.0,,0.0,0.0983399209486166
DDQN,591,14,21000,100,30.32039,0.0,,0.0,0.0742094861660079
DDQN,591,14,22000,100,32.087555,0.0,,0.0,0.056057312252964425
DDQN,591,14,23000,100,33.311073,0.0,,0.0,0.030039525691699605
DDQN,591,14,24000,100,34.500538,0.0,,0.0,0.02385375494071146
DDQN,591,14,25000,100,35.78577,0.0,,0.0,0.01607707509881423
DDQN,591,14,26000,100,37.209614,0.0,,0.0,0.0051976284584980235
DDQN,591,14,27000,100,39.04974,0.0,,0.0,0.002391304347826087
DDQN,591,14,28000,100,40.750313,0.0,,0.0,0.001808300395256917
DDQN,591,14,29000,100,41.838238,0.0,,0.0,0.0019268774703557312
DDQN,591,14,30000,100,42.45319,0.0,,0.0,0.0015810276679841897
DDQN,591,14,31000,100,43.859684,0.0,,0.0,0.001808300395256917
DDQN,591,14,32000,100,45.759544,0.0,,0.0,0.0019268774703557312
DDQN,591,14,33000,100,46.51997,0.0,,0.0,0.0019268774703557312
DDQN,591,14,34000,100,47.733585,0.0,,0.0,0.001976284584980237
DDQN,591,14,35000,100,48.644722,0.0,,0.0,0.0021936758893280634
DDQN,591,14,36000,100,49.503174,0.0,,0.0,0.0022035573122529645
DDQN,591,14,37000,100,51.2351,0.0,,0.0,0.002381422924901186
DDQN,591,14,38000,100,52.524353,0.0,,0.0,0.0028853754940711463
DDQN,591,14,39000,100,53.111343,0.0,,0.0,0.003132411067193676
DDQN,591,14,40000,100,54.24478,0.0,,0.0,0.0036264822134387353
DDQN,591,14,41000,100,55.981625,0.0,,0.0,0.0036956521739130435
DDQN,591,14,42000,100,56.896034,0.0,,0.0,0.004160079051383399
DDQN,591,14,43000,100,58.030624,0.0,,0.0,0.004090909090909091
DDQN,591,14,44000,100,58.817303,0.0,,0.0,0.004940711462450593
DDQN,591,14,45000,100,59.611813,0.0,,0.0,0.005434782608695652
DDQN,591,14,46000,100,60.783745,0.0,,0.0,0.0056324110671936755
DDQN,591,14,47000,100,61.457687,0.0,,0.0,0.006264822134387352
DDQN,591,14,48000,100,62.096996,0.0,,0.0,0.007569169960474308
DDQN,591,14,49000,100,62.640404,0.0,,0.0,0.007766798418972332
DDQN,591,14,50000,100,64.01263,0.0,,0.0,0.009140316205533596
DDQN,591,14,51000,100,64.656906,0.0,,0.0,0.010069169960474309
DDQN,591,14,52000,100,65.16603,0.0,,0.0,0.01058300395256917
DDQN,591,14,53000,100,66.214226,0.0,,0.0,0.010177865612648222
DDQN,591,14,54000,100,66.96285,0.0,,0.0,0.009723320158102768
DDQN,591,14,55000,100,68.08822,0.0,,0.0,0.009812252964426877
DDQN,591,14,56000,100,69.18759,0.0,,0.0,0.00958498023715415
DDQN,591,14,57000,100,70.07068,0.0,,0.0,0.00983201581027668
DDQN,591,14,58000,100,71.01218,0.0,,0.0,0.009634387351778656
DDQN,591,14,59000,100,71.92317,0.0,,0.0,0.009051383399209486
DDQN,591,14,60000,100,72.77,0.0,,0.0,0.00900197628458498
DDQN,591,14,61000,100,73.64538,0.0,,0.0,0.009683794466403162
DDQN,591,14,62000,100,74.22128,8.47971e-06,0.42907333,1.9762845849802372e-05,0.009278656126482213
DDQN,591,14,63000,100,75.03338,3.569343e-05,0.60202914,5.928853754940711e-05,0.009980237154150197
DDQN,591,14,64000,100,75.79512,9.387962e-05,0.9500618,9.881422924901186e-05,0.011057312252964427
DDQN,591,14,65000,100,76.191345,0.00011241378,0.94802284,0.00011857707509881423,0.011185770750988143
DDQN,591,14,66000,100,76.921135,0.00019394215,1.308463,0.0001482213438735178,0.011709486166007905
DDQN,591,14,67000,100,77.66909,0.0002831258,1.6854311,0.00016798418972332015,0.012272727272727272
DDQN,591,14,68000,100,77.973045,0.00032695394,1.8382077,0.00017786561264822133,0.01349802371541502
DDQN,591,14,69000,100,77.9317,0.0003867018,1.9567112,0.0001976284584980237,0.014505928853754941
DDQN,591,14,70000,100,77.9913,0.00035280047,1.552322,0.00022727272727272727,0.016274703557312253
DDQN,591,14,71000,100,78.40523,0.00037999428,1.6719749,0.00022727272727272727,0.01682806324110672
DDQN,591,14,72000,100,78.03417,0.00026522097,1.4911313,0.00017786561264822133,0.018290513833992095
DDQN,591,14,73000,100,77.87157,9.8022945e-05,0.82666016,0.00011857707509881423,0.019130434782608695
DDQN,591,14,74000,100,78.17422,0.00010041203,0.53482616,0.00018774703557312254,0.02
DDQN,591,14,75000,100,78.05115,3.5811714e-05,0.24160971,0.0001482213438735178,0.021610671936758894
DDQN,591,14,76000,100,77.6656,6.739952e-06,0.22736104,2.9644268774703556e-05,0.022391304347826088
DDQN,591,14,77000,100,77.67601,2.9431445e-05,0.29784623,9.881422924901186e-05,0.023448616600790513
DDQN,591,14,78000,100,77.76343,6.0885282e-05,0.4739685,0.00012845849802371542,0.024229249011857707
DDQN,591,14,79000,100,78.3421,0.0001758957,0.8091202,0.0002173913043478261,0.023725296442687747
DDQN,591,14,80000,100,78.28943,0.00015373358,0.9723649,0.00015810276679841898,0.0233201581027668
DDQN,591,14,81000,100,78.817986,0.00019992594,0.80930024,0.00024703557312252963,0.02181818181818182
DDQN,591,14,82000,100,79.23615,0.0002720614,0.8097828,0.0003359683794466403,0.02174901185770751
DDQN,591,14,83000,100,79.88538,0.00039184836,0.8620663,0.00045454545454545455,0.019644268774703558
DDQN,591,14,84000,100,80.28821,0.00057782413,0.759426,0.0007608695652173913,0.01801383399209486
DDQN,591,14,85000,100,80.941734,0.00090850913,0.8065011,0.0011264822134387353,0.01507905138339921
DDQN,591,14,86000,100,80.973946,0.0008899825,0.8830023,0.001007905138339921,0.013804347826086957
DDQN,591,14,87000,100,81.590515,0.0015503921,0.84810644,0.0018280632411067194,0.011551383399209487
